id	store_code	quantity	availability	price
1411	11072484000919481729	0	out of stock	39.89 PLN
1412	11072484000919481729	999	in stock	40.89 PLN
1413	11072484000919481729	0	out of stock	39.89 PLN
1414	11072484000919481729	999	in stock	8.49 PLN
1416	11072484000919481729	0	out of stock	154.89 PLN
1419	11072484000919481729	999	in stock	69.89 PLN
1420	11072484000919481729	999	in stock	578.89 PLN
1421	11072484000919481729	999	in stock	22.89 PLN
1422	11072484000919481729	999	in stock	22.89 PLN
1423	11072484000919481729	999	in stock	22.89 PLN
1424	11072484000919481729	999	in stock	22.89 PLN
1425	11072484000919481729	999	in stock	22.89 PLN
1426	11072484000919481729	999	in stock	22.89 PLN
1427	11072484000919481729	999	in stock	22.89 PLN
1428	11072484000919481729	999	in stock	22.89 PLN
1429	11072484000919481729	999	in stock	22.89 PLN
1430	11072484000919481729	999	in stock	22.89 PLN
1431	11072484000919481729	999	in stock	22.89 PLN
1432	11072484000919481729	999	in stock	255.89 PLN
1433	11072484000919481729	0	out of stock	279.89 PLN
1434	11072484000919481729	0	out of stock	279.89 PLN
1435	11072484000919481729	999	in stock	249.89 PLN
1436	11072484000919481729	999	in stock	289.89 PLN
1438	11072484000919481729	999	in stock	99.89 PLN
1441	11072484000919481729	999	in stock	40.89 PLN
1442	11072484000919481729	999	in stock	649.89 PLN
1445	11072484000919481729	999	in stock	2999.89 PLN
1448	11072484000919481729	0	out of stock	57.89 PLN
1449	11072484000919481729	999	in stock	44.89 PLN
1450	11072484000919481729	999	in stock	44.89 PLN
1451	11072484000919481729	999	in stock	44.89 PLN
1452	11072484000919481729	999	in stock	44.89 PLN
1453	11072484000919481729	0	out of stock	44.89 PLN
1454	11072484000919481729	0	out of stock	44.89 PLN
1455	11072484000919481729	0	out of stock	349.89 PLN
1457	11072484000919481729	999	in stock	54.89 PLN
1458	11072484000919481729	999	in stock	44.89 PLN
1459	11072484000919481729	999	in stock	44.89 PLN
1460	11072484000919481729	0	out of stock	44.89 PLN
1461	11072484000919481729	999	in stock	64.89 PLN
1462	11072484000919481729	999	in stock	68.89 PLN
1464	11072484000919481729	999	in stock	659.89 PLN
1465	11072484000919481729	0	out of stock	649.89 PLN
1466	11072484000919481729	0	out of stock	1599.89 PLN
1467	11072484000919481729	0	out of stock	419.89 PLN
1468	11072484000919481729	999	in stock	64.89 PLN
1469	11072484000919481729	0	out of stock	94.89 PLN
1470	11072484000919481729	999	in stock	94.89 PLN
1471	11072484000919481729	999	in stock	199.89 PLN
1472	11072484000919481729	999	in stock	199.89 PLN
1473	11072484000919481729	999	in stock	299.89 PLN
1474	11072484000919481729	0	out of stock	279.89 PLN
1477	11072484000919481729	999	in stock	299.89 PLN
1478	11072484000919481729	0	out of stock	299.89 PLN
1479	11072484000919481729	999	in stock	26.89 PLN
1480	11072484000919481729	0	out of stock	48.89 PLN
1481	11072484000919481729	999	in stock	104.89 PLN
1482	11072484000919481729	0	out of stock	144.89 PLN
1483	11072484000919481729	999	in stock	31.89 PLN
1484	11072484000919481729	999	in stock	9.89 PLN
1485	11072484000919481729	999	in stock	449.89 PLN
1486	11072484000919481729	999	in stock	39.89 PLN
1487	11072484000919481729	999	in stock	49.89 PLN
1489	11072484000919481729	999	in stock	149.89 PLN
1490	11072484000919481729	999	in stock	149.89 PLN
1491	11072484000919481729	999	in stock	79.89 PLN
1492	11072484000919481729	999	in stock	54.89 PLN
1494	11072484000919481729	0	out of stock	279.89 PLN
1497	11072484000919481729	0	out of stock	214.89 PLN
1498	11072484000919481729	999	in stock	254.89 PLN
1499	11072484000919481729	0	out of stock	254.89 PLN
1500	11072484000919481729	0	out of stock	254.89 PLN
1501	11072484000919481729	999	in stock	254.89 PLN
1502	11072484000919481729	0	out of stock	254.89 PLN
1503	11072484000919481729	999	in stock	254.89 PLN
1504	11072484000919481729	999	in stock	1449.89 PLN
1505	11072484000919481729	999	in stock	84.89 PLN
1509	11072484000919481729	999	in stock	162.89 PLN
1510	11072484000919481729	0	out of stock	39.89 PLN
1511	11072484000919481729	999	in stock	46.89 PLN
1512	11072484000919481729	0	out of stock	324.89 PLN
1515	11072484000919481729	999	in stock	44.89 PLN
1516	11072484000919481729	999	in stock	39.89 PLN
1517	11072484000919481729	999	in stock	59.89 PLN
1523	11072484000919481729	999	in stock	86.89 PLN
1525	11072484000919481729	999	in stock	37.89 PLN
1527	11072484000919481729	999	in stock	37.89 PLN
1528	11072484000919481729	0	out of stock	63.89 PLN
1529	11072484000919481729	999	in stock	79.89 PLN
1530	11072484000919481729	999	in stock	33.89 PLN
1531	11072484000919481729	0	out of stock	12.89 PLN
1532	11072484000919481729	999	in stock	24.89 PLN
1533	11072484000919481729	999	in stock	44.89 PLN
1534	11072484000919481729	999	in stock	119.89 PLN
1535	11072484000919481729	999	in stock	59.89 PLN
1536	11072484000919481729	0	out of stock	49.89 PLN
1537	11072484000919481729	0	out of stock	119.89 PLN
1538	11072484000919481729	999	in stock	449.89 PLN
1539	11072484000919481729	0	out of stock	44.89 PLN
1540	11072484000919481729	999	in stock	54.89 PLN
1544	11072484000919481729	999	in stock	59.89 PLN
1545	11072484000919481729	999	in stock	79.89 PLN
1546	11072484000919481729	999	in stock	79.89 PLN
1547	11072484000919481729	999	in stock	79.89 PLN
1548	11072484000919481729	999	in stock	7.89 PLN
1549	11072484000919481729	999	in stock	79.89 PLN
1550	11072484000919481729	999	in stock	79.89 PLN
1551	11072484000919481729	999	in stock	44.89 PLN
1552	11072484000919481729	999	in stock	179.89 PLN
1554	11072484000919481729	999	in stock	119.89 PLN
1555	11072484000919481729	999	in stock	199.89 PLN
1556	11072484000919481729	999	in stock	169.89 PLN
1558	11072484000919481729	0	out of stock	279.89 PLN
1559	11072484000919481729	0	out of stock	279.89 PLN
1560	11072484000919481729	999	in stock	299.89 PLN
1561	11072484000919481729	999	in stock	299.89 PLN
1562	11072484000919481729	0	out of stock	2599.89 PLN
1564	11072484000919481729	999	in stock	499.89 PLN
1565	11072484000919481729	999	in stock	51.89 PLN
1566	11072484000919481729	0	out of stock	67.89 PLN
1567	11072484000919481729	999	in stock	229.89 PLN
1568	11072484000919481729	0	out of stock	2099.89 PLN
1570	11072484000919481729	0	out of stock	279.89 PLN
1571	11072484000919481729	999	in stock	159.89 PLN
1572	11072484000919481729	999	in stock	59.89 PLN
1573	11072484000919481729	999	in stock	59.89 PLN
1574	11072484000919481729	999	in stock	41.89 PLN
1575	11072484000919481729	999	in stock	59.89 PLN
1576	11072484000919481729	0	out of stock	169.89 PLN
1577	11072484000919481729	999	in stock	83.89 PLN
1578	11072484000919481729	0	out of stock	109.89 PLN
1579	11072484000919481729	999	in stock	39.89 PLN
1580	11072484000919481729	0	out of stock	16.89 PLN
1581	11072484000919481729	999	in stock	2099.89 PLN
1582	11072484000919481729	999	in stock	2099.89 PLN
1583	11072484000919481729	999	in stock	2099.89 PLN
1584	11072484000919481729	999	in stock	2099.89 PLN
1585	11072484000919481729	999	in stock	2099.89 PLN
1586	11072484000919481729	999	in stock	2099.89 PLN
1587	11072484000919481729	999	in stock	2099.89 PLN
1588	11072484000919481729	999	in stock	2099.89 PLN
1589	11072484000919481729	999	in stock	1999.89 PLN
1590	11072484000919481729	999	in stock	1999.89 PLN
1591	11072484000919481729	999	in stock	1999.89 PLN
1592	11072484000919481729	999	in stock	2099.89 PLN
1593	11072484000919481729	999	in stock	2099.89 PLN
1594	11072484000919481729	999	in stock	2099.89 PLN
1595	11072484000919481729	999	in stock	84.89 PLN
1596	11072484000919481729	999	in stock	438.89 PLN
1597	11072484000919481729	0	out of stock	1599.89 PLN
1598	11072484000919481729	999	in stock	4499.89 PLN
1599	11072484000919481729	999	in stock	169.89 PLN
1600	11072484000919481729	0	out of stock	179.89 PLN
1602	11072484000919481729	0	out of stock	209.89 PLN
1604	11072484000919481729	999	in stock	28.89 PLN
1607	11072484000919481729	999	in stock	41.89 PLN
1608	11072484000919481729	0	out of stock	199.89 PLN
1609	11072484000919481729	999	in stock	38.89 PLN
1610	11072484000919481729	0	out of stock	759.89 PLN
1611	11072484000919481729	999	in stock	58.89 PLN
1612	11072484000919481729	999	in stock	58.89 PLN
1614	11072484000919481729	999	in stock	214.89 PLN
1615	11072484000919481729	999	in stock	258.89 PLN
1616	11072484000919481729	999	in stock	39.89 PLN
1617	11072484000919481729	999	in stock	239.89 PLN
1618	11072484000919481729	999	in stock	229.89 PLN
1619	11072484000919481729	999	in stock	79.89 PLN
1620	11072484000919481729	999	in stock	49.89 PLN
1621	11072484000919481729	999	in stock	349.89 PLN
1623	11072484000919481729	999	in stock	24.89 PLN
1624	11072484000919481729	0	out of stock	59.89 PLN
1625	11072484000919481729	999	in stock	7.89 PLN
1626	11072484000919481729	999	in stock	74.89 PLN
1627	11072484000919481729	999	in stock	74.89 PLN
1628	11072484000919481729	999	in stock	74.89 PLN
1629	11072484000919481729	0	out of stock	8.49 PLN
1630	11072484000919481729	999	in stock	9.89 PLN
1631	11072484000919481729	999	in stock	44.89 PLN
1632	11072484000919481729	999	in stock	44.89 PLN
1633	11072484000919481729	0	out of stock	49.89 PLN
1634	11072484000919481729	999	in stock	47.89 PLN
1635	11072484000919481729	0	out of stock	47.89 PLN
1636	11072484000919481729	0	out of stock	34.89 PLN
1637	11072484000919481729	999	in stock	34.89 PLN
1638	11072484000919481729	999	in stock	289.89 PLN
1639	11072484000919481729	999	in stock	34.89 PLN
1640	11072484000919481729	999	in stock	24.89 PLN
1641	11072484000919481729	999	in stock	29.89 PLN
1642	11072484000919481729	999	in stock	29.89 PLN
1643	11072484000919481729	999	in stock	224.89 PLN
1644	11072484000919481729	999	in stock	28.89 PLN
1645	11072484000919481729	0	out of stock	349.89 PLN
1646	11072484000919481729	0	out of stock	299.89 PLN
1647	11072484000919481729	0	out of stock	329.89 PLN
1648	11072484000919481729	999	in stock	99.89 PLN
1649	11072484000919481729	999	in stock	109.89 PLN
1650	11072484000919481729	999	in stock	99.89 PLN
1651	11072484000919481729	999	in stock	109.89 PLN
1652	11072484000919481729	0	out of stock	99.89 PLN
1653	11072484000919481729	999	in stock	99.89 PLN
1654	11072484000919481729	999	in stock	129.89 PLN
1655	11072484000919481729	999	in stock	119.89 PLN
1656	11072484000919481729	999	in stock	79.89 PLN
1657	11072484000919481729	0	out of stock	29.89 PLN
1658	11072484000919481729	0	out of stock	279.89 PLN
1659	11072484000919481729	999	in stock	299.89 PLN
1660	11072484000919481729	0	out of stock	104.89 PLN
1661	11072484000919481729	999	in stock	109.89 PLN
1662	11072484000919481729	999	in stock	79.89 PLN
1663	11072484000919481729	999	in stock	259.89 PLN
1664	11072484000919481729	999	in stock	264.89 PLN
1665	11072484000919481729	999	in stock	208.89 PLN
1666	11072484000919481729	0	out of stock	209.89 PLN
1667	11072484000919481729	999	in stock	849.89 PLN
1668	11072484000919481729	999	in stock	54.89 PLN
1669	11072484000919481729	999	in stock	49.89 PLN
1670	11072484000919481729	0	out of stock	279.89 PLN
1671	11072484000919481729	999	in stock	304.89 PLN
1672	11072484000919481729	999	in stock	54.89 PLN
1673	11072484000919481729	0	out of stock	499.89 PLN
1674	11072484000919481729	999	in stock	249.89 PLN
1675	11072484000919481729	999	in stock	339.89 PLN
1676	11072484000919481729	999	in stock	99.89 PLN
1677	11072484000919481729	999	in stock	124.89 PLN
1678	11072484000919481729	999	in stock	37.89 PLN
1679	11072484000919481729	999	in stock	37.89 PLN
1680	11072484000919481729	999	in stock	61.89 PLN
1681	11072484000919481729	999	in stock	124.89 PLN
1682	11072484000919481729	999	in stock	498.89 PLN
1683	11072484000919481729	999	in stock	419.89 PLN
1684	11072484000919481729	999	in stock	419.89 PLN
1685	11072484000919481729	0	out of stock	419.89 PLN
1686	11072484000919481729	0	out of stock	99.89 PLN
1687	11072484000919481729	999	in stock	49.89 PLN
1688	11072484000919481729	0	out of stock	99.89 PLN
1689	11072484000919481729	999	in stock	99.89 PLN
1690	11072484000919481729	999	in stock	49.89 PLN
1691	11072484000919481729	0	out of stock	41.89 PLN
1692	11072484000919481729	999	in stock	239.89 PLN
1693	11072484000919481729	0	out of stock	329.89 PLN
1694	11072484000919481729	0	out of stock	114.89 PLN
1695	11072484000919481729	999	in stock	529.89 PLN
1696	11072484000919481729	0	out of stock	349.89 PLN
1697	11072484000919481729	999	in stock	4699.89 PLN
1698	11072484000919481729	999	in stock	2999.89 PLN
1699	11072484000919481729	999	in stock	249.89 PLN
1700	11072484000919481729	999	in stock	64.89 PLN
1701	11072484000919481729	999	in stock	64.89 PLN
1702	11072484000919481729	999	in stock	64.89 PLN
1703	11072484000919481729	999	in stock	54.89 PLN
1704	11072484000919481729	999	in stock	59.89 PLN
1705	11072484000919481729	999	in stock	54.89 PLN
1706	11072484000919481729	999	in stock	64.89 PLN
1707	11072484000919481729	0	out of stock	72.89 PLN
1708	11072484000919481729	0	out of stock	64.89 PLN
1709	11072484000919481729	999	in stock	72.89 PLN
1710	11072484000919481729	0	out of stock	54.89 PLN
1711	11072484000919481729	999	in stock	52.89 PLN
1712	11072484000919481729	999	in stock	59.89 PLN
1713	11072484000919481729	0	out of stock	149.89 PLN
1714	11072484000919481729	999	in stock	74.89 PLN
1715	11072484000919481729	999	in stock	289.89 PLN
1716	11072484000919481729	999	in stock	124.89 PLN
1717	11072484000919481729	999	in stock	999.89 PLN
1718	11072484000919481729	999	in stock	39.89 PLN
1719	11072484000919481729	999	in stock	39.89 PLN
1720	11072484000919481729	0	out of stock	7.89 PLN
1721	11072484000919481729	0	out of stock	1799.89 PLN
1722	11072484000919481729	999	in stock	219.89 PLN
1723	11072484000919481729	999	in stock	669.89 PLN
1724	11072484000919481729	0	out of stock	724.89 PLN
1725	11072484000919481729	999	in stock	1699.89 PLN
1726	11072484000919481729	999	in stock	969.89 PLN
1727	11072484000919481729	999	in stock	1799.89 PLN
1728	11072484000919481729	0	out of stock	1889.89 PLN
1729	11072484000919481729	999	in stock	45.89 PLN
1730	11072484000919481729	999	in stock	104.89 PLN
1731	11072484000919481729	999	in stock	83.89 PLN
1732	11072484000919481729	999	in stock	99.89 PLN
1733	11072484000919481729	999	in stock	109.89 PLN
1734	11072484000919481729	999	in stock	119.89 PLN
1735	11072484000919481729	999	in stock	29.89 PLN
1736	11072484000919481729	999	in stock	269.89 PLN
1737	11072484000919481729	999	in stock	174.89 PLN
1738	11072484000919481729	999	in stock	7.89 PLN
1739	11072484000919481729	999	in stock	969.89 PLN
1740	11072484000919481729	999	in stock	5.89 PLN
1741	11072484000919481729	999	in stock	1899.89 PLN
1742	11072484000919481729	0	out of stock	1899.89 PLN
1743	11072484000919481729	999	in stock	2899.89 PLN
1744	11072484000919481729	999	in stock	238.89 PLN
1745	11072484000919481729	999	in stock	149.89 PLN
1746	11072484000919481729	999	in stock	3099.89 PLN
1747	11072484000919481729	999	in stock	3099.89 PLN
1748	11072484000919481729	999	in stock	79.89 PLN
1749	11072484000919481729	999	in stock	94.89 PLN
1750	11072484000919481729	0	out of stock	124.89 PLN
1751	11072484000919481729	0	out of stock	599.89 PLN
1752	11072484000919481729	999	in stock	72.89 PLN
1753	11072484000919481729	999	in stock	104.89 PLN
1754	11072484000919481729	999	in stock	44.89 PLN
1755	11072484000919481729	999	in stock	44.89 PLN
1756	11072484000919481729	999	in stock	724.89 PLN
1757	11072484000919481729	999	in stock	104.89 PLN
1758	11072484000919481729	999	in stock	44.89 PLN
1759	11072484000919481729	999	in stock	44.89 PLN
1760	11072484000919481729	999	in stock	44.89 PLN
1761	11072484000919481729	999	in stock	44.89 PLN
1762	11072484000919481729	999	in stock	26.49 PLN
1764	11072484000919481729	999	in stock	124.89 PLN
1765	11072484000919481729	999	in stock	209.89 PLN
1766	11072484000919481729	999	in stock	248.89 PLN
1767	11072484000919481729	999	in stock	319.89 PLN
1768	11072484000919481729	999	in stock	989.89 PLN
1769	11072484000919481729	999	in stock	114.89 PLN
1770	11072484000919481729	999	in stock	104.89 PLN
1771	11072484000919481729	999	in stock	129.89 PLN
1772	11072484000919481729	999	in stock	99.89 PLN
1774	11072484000919481729	0	out of stock	188.89 PLN
1775	11072484000919481729	999	in stock	29.89 PLN
1776	11072484000919481729	999	in stock	79.89 PLN
1777	11072484000919481729	999	in stock	144.89 PLN
1778	11072484000919481729	999	in stock	84.89 PLN
